Fri Oct 11 15:32:11 EDT 2013	94	16.181828
Fri Oct 11 15:47:11 EDT 2013	94	16.310104
Fri Oct 11 16:02:11 EDT 2013	94	16.767138
Fri Oct 11 16:17:11 EDT 2013	94	16.181828
Fri Oct 11 16:32:11 EDT 2013	94	16.374624
Fri Oct 11 16:47:11 EDT 2013	94	80.699104
Fri Oct 11 17:02:11 EDT 2013	94	81.98362
Fri Oct 11 17:17:11 EDT 2013	94	76.96505
Fri Oct 11 17:32:11 EDT 2013	94	83.948845
Fri Oct 11 17:47:11 EDT 2013	94	82.633545
Fri Oct 11 18:02:11 EDT 2013	94	83.2886
Fri Oct 11 18:17:11 EDT 2013	94	75.75917
Fri Oct 11 18:32:11 EDT 2013	93	77.57517
Fri Oct 11 18:47:11 EDT 2013	93	80.381134
Fri Oct 11 19:02:11 EDT 2013	93	75.75917
Fri Oct 11 19:17:11 EDT 2013	93	76.96505
Fri Oct 11 19:32:11 EDT 2013	93	85.28508
Fri Oct 11 20:17:11 EDT 2013	92	82.30795
Fri Oct 11 20:32:11 EDT 2013	92	76.96505
Fri Oct 11 20:47:11 EDT 2013	92	78.809975
Fri Oct 11 21:02:11 EDT 2013	92	84.28093
Fri Oct 11 21:17:11 EDT 2013	92	81.01833
Fri Oct 11 21:32:11 EDT 2013	92	79.43472
Fri Oct 11 21:47:11 EDT 2013	92	73.985664
Fri Oct 11 22:02:11 EDT 2013	92	80.381134
Fri Oct 11 22:17:11 EDT 2013	92	70.007286
Fri Oct 11 22:32:11 EDT 2013	91	72.82646
Fri Oct 11 22:47:11 EDT 2013	91	73.11455
Fri Oct 11 23:02:11 EDT 2013	91	76.35973
Fri Oct 11 23:17:11 EDT 2013	91	71.969
Fri Oct 11 23:32:11 EDT 2013	91	75.16334
Fri Oct 11 23:47:11 EDT 2013	91	70.84138
Sat Oct 12 00:02:11 EDT 2013	91	70.84138
Sat Oct 12 00:17:11 EDT 2013	91	9.609497
Sat Oct 12 00:32:11 EDT 2013	91	9.533918
Sat Oct 12 00:47:11 EDT 2013	91	9.458936
Sat Oct 12 01:17:11 EDT 2013	90	9.421665
Sat Oct 12 01:32:11 EDT 2013	90	9.496353
Sat Oct 12 01:47:11 EDT 2013	90	9.458936
Sat Oct 12 02:02:11 EDT 2013	90	9.609497
Sat Oct 12 02:17:11 EDT 2013	90	8.569931
Sat Oct 12 02:32:11 EDT 2013	90	9.458936
Sat Oct 12 02:47:11 EDT 2013	90	8.810073
Sat Oct 12 03:02:11 EDT 2013	90	9.347565
Sat Oct 12 03:32:11 EDT 2013	89	9.496353
Sat Oct 12 03:47:11 EDT 2013	89	9.237505
Sat Oct 12 04:02:11 EDT 2013	89	9.021258
Sat Oct 12 04:17:11 EDT 2013	89	9.685674
Sat Oct 12 04:32:11 EDT 2013	89	8.985712
Sat Oct 12 04:47:11 EDT 2013	89	8.91504
Sat Oct 12 05:02:11 EDT 2013	89	9.201107
Sat Oct 12 05:32:11 EDT 2013	89	8.91504
Sat Oct 12 05:47:11 EDT 2013	88	8.775359
Sat Oct 12 06:02:11 EDT 2013	88	8.569931
Sat Oct 12 06:17:11 EDT 2013	88	9.164852
Sat Oct 12 06:32:11 EDT 2013	88	9.571633
Sat Oct 12 06:47:11 EDT 2013	88	9.458936
Sat Oct 12 07:02:11 EDT 2013	88	9.878769
Sat Oct 12 07:17:11 EDT 2013	88	9.310733
Sat Oct 12 07:32:11 EDT 2013	88	9.021258
Sat Oct 12 07:47:11 EDT 2013	88	9.723989
Sat Oct 12 08:02:11 EDT 2013	88	10.2360935
Sat Oct 12 08:17:11 EDT 2013	88	9.878769
Sat Oct 12 08:32:11 EDT 2013	88	8.879912
Sat Oct 12 09:02:11 EDT 2013	87	17.442347
Sat Oct 12 09:17:11 EDT 2013	87	18.50648
Sat Oct 12 09:32:11 EDT 2013	87	17.10141
Sat Oct 12 09:47:11 EDT 2013	87	18.07325
Sat Oct 12 10:02:11 EDT 2013	87	18.288584
Sat Oct 12 10:17:11 EDT 2013	87	18.07325
Sat Oct 12 10:32:11 EDT 2013	87	17.511345
Sat Oct 12 10:47:11 EDT 2013	87	17.719982
Sat Oct 12 11:02:11 EDT 2013	87	17.034027
Sat Oct 12 11:32:11 EDT 2013	87	16.504429
Sat Oct 12 12:02:11 EDT 2013	86	78.49945
Sat Oct 12 12:17:11 EDT 2013	86	80.381134
Sat Oct 12 12:32:11 EDT 2013	86	80.06442
Sat Oct 12 13:32:11 EDT 2013	86	80.699104
Sat Oct 12 13:47:11 EDT 2013	86	85.28508
Sat Oct 12 14:02:11 EDT 2013	86	76.96505
Sat Oct 12 14:17:11 EDT 2013	86	82.96042
Sat Oct 12 14:32:11 EDT 2013	86	78.809975
Sat Oct 12 14:47:11 EDT 2013	86	9.128741
Sat Oct 12 15:02:11 EDT 2013	86	18.50648
Sat Oct 12 15:17:11 EDT 2013	86	17.931105
Sat Oct 12 15:32:11 EDT 2013	86	17.65016
Sat Oct 12 15:47:11 EDT 2013	85	16.767138
Sat Oct 12 16:02:11 EDT 2013	85	17.65016
Sat Oct 12 16:17:11 EDT 2013	85	17.442347
Sat Oct 12 16:32:11 EDT 2013	85	17.79008
Sat Oct 12 16:47:11 EDT 2013	85	84.94904
Sat Oct 12 17:02:11 EDT 2013	85	73.694145
Sat Oct 12 17:17:11 EDT 2013	85	72.82646
Sat Oct 12 17:32:11 EDT 2013	85	66.504875
Sat Oct 12 17:47:11 EDT 2013	85	74.57217
Sat Oct 12 18:02:11 EDT 2013	85	71.969
Sat Oct 12 18:17:11 EDT 2013	85	74.278336
Sat Oct 12 18:32:11 EDT 2013	85	74.278336
Sat Oct 12 18:47:11 EDT 2013	85	75.46066
Sat Oct 12 19:02:11 EDT 2013	85	71.12161
Sat Oct 12 19:17:11 EDT 2013	85	9.310733
Sat Oct 12 19:32:11 EDT 2013	85	9.237505
Sat Oct 12 19:47:11 EDT 2013	85	9.201107
Sat Oct 12 20:02:11 EDT 2013	85	8.879912
Sat Oct 12 20:17:11 EDT 2013	85	9.421665
Sat Oct 12 20:47:11 EDT 2013	84	69.731445
Sat Oct 12 21:17:11 EDT 2013	84	68.099045
Sat Oct 12 21:32:11 EDT 2013	84	68.63889
Sat Oct 12 23:32:11 EDT 2013	84	9.3845415
Sat Oct 12 23:47:11 EDT 2013	84	8.569931
Sun Oct 13 00:02:11 EDT 2013	83	8.844924
Sun Oct 13 00:17:11 EDT 2013	83	8.740783
Sun Oct 13 00:47:11 EDT 2013	83	9.310733
Sun Oct 13 02:32:11 EDT 2013	82	9.164852
Sun Oct 13 02:47:11 EDT 2013	82	8.810073
Sun Oct 13 03:02:11 EDT 2013	82	9.056944
Sun Oct 13 03:17:11 EDT 2013	82	8.4690275
Sun Oct 13 03:47:11 EDT 2013	82	9.164852
Sun Oct 13 04:17:11 EDT 2013	81	8.810073
Sun Oct 13 04:47:11 EDT 2013	81	8.706342
Sun Oct 13 06:17:11 EDT 2013	80	8.91504
Sun Oct 13 06:47:11 EDT 2013	80	8.810073
Sun Oct 13 07:17:11 EDT 2013	80	9.021258
Sun Oct 13 07:47:11 EDT 2013	79	9.128741
Sun Oct 13 08:17:11 EDT 2013	79	8.985712
Sun Oct 13 08:47:11 EDT 2013	79	8.672037
Sun Oct 13 09:17:11 EDT 2013	79	8.706342
Sun Oct 13 09:47:11 EDT 2013	78	8.740783
Sun Oct 13 10:17:11 EDT 2013	78	9.201107
Sun Oct 13 10:47:11 EDT 2013	78	9.128741
Sun Oct 13 11:47:11 EDT 2013	77	8.238181
Sun Oct 13 12:17:11 EDT 2013	77	9.092772
Sun Oct 13 12:47:11 EDT 2013	77	8.4356575
Sun Oct 13 13:17:11 EDT 2013	77	9.3845415
Sun Oct 13 13:32:11 EDT 2013	77	9.056944
Sun Oct 13 13:47:11 EDT 2013	76	9.021258
Sun Oct 13 14:02:11 EDT 2013	76	9.458936
Sun Oct 13 14:17:11 EDT 2013	76	8.844924
Sun Oct 13 14:32:11 EDT 2013	76	9.458936
Sun Oct 13 14:47:11 EDT 2013	76	9.164852
Sun Oct 13 15:32:11 EDT 2013	76	76.35973
Sun Oct 13 16:02:11 EDT 2013	76	76.6618
Sun Oct 13 16:17:11 EDT 2013	76	71.685425
Sun Oct 13 16:32:11 EDT 2013	76	70.84138
Sun Oct 13 16:47:11 EDT 2013	75	73.694145
Sun Oct 13 17:02:11 EDT 2013	75	68.910416
Sun Oct 13 17:17:11 EDT 2013	75	8.91504
Sun Oct 13 17:32:11 EDT 2013	75	76.05886
Sun Oct 13 17:47:11 EDT 2013	75	69.183014
Sun Oct 13 18:02:11 EDT 2013	75	74.278336
Sun Oct 13 18:17:11 EDT 2013	75	74.86716
Sun Oct 13 18:32:11 EDT 2013	75	8.4690275
Sun Oct 13 18:47:11 EDT 2013	75	8.879912
Sun Oct 13 19:02:11 EDT 2013	75	70.84138
Sun Oct 13 19:17:11 EDT 2013	75	71.969
Sun Oct 13 19:32:11 EDT 2013	75	70.007286
Sun Oct 13 19:47:11 EDT 2013	75	73.40378
Sun Oct 13 20:02:11 EDT 2013	74	67.56345
Sun Oct 13 20:17:11 EDT 2013	74	68.36842
Sun Oct 13 20:32:11 EDT 2013	74	76.05886
Sun Oct 13 20:47:11 EDT 2013	74	72.53951
Sun Oct 13 21:02:11 EDT 2013	74	67.83072
Sun Oct 13 21:17:11 EDT 2013	74	75.16334
Sun Oct 13 21:32:11 EDT 2013	74	72.53951
Sun Oct 13 21:47:11 EDT 2013	74	70.007286
Sun Oct 13 22:02:11 EDT 2013	74	75.75917
Sun Oct 13 22:17:11 EDT 2013	74	73.985664
Sun Oct 13 22:32:11 EDT 2013	74	74.278336
Sun Oct 13 22:47:11 EDT 2013	74	69.731445
Sun Oct 13 23:02:11 EDT 2013	74	67.29724
Sun Oct 13 23:17:11 EDT 2013	74	70.28422
Sun Oct 13 23:32:11 EDT 2013	73	9.347565
Sun Oct 13 23:47:11 EDT 2013	73	8.672037
Mon Oct 14 00:02:11 EDT 2013	73	8.336335
Mon Oct 14 00:17:11 EDT 2013	73	9.685674
Mon Oct 14 00:32:11 EDT 2013	73	8.950306
Mon Oct 14 00:47:11 EDT 2013	73	9.056944
Mon Oct 14 01:02:11 EDT 2013	73	8.603831
Mon Oct 14 01:17:11 EDT 2013	73	8.879912
Mon Oct 14 01:32:11 EDT 2013	73	8.637867
Mon Oct 14 01:47:11 EDT 2013	73	9.421665
Mon Oct 14 02:02:11 EDT 2013	73	9.347565
Mon Oct 14 02:17:11 EDT 2013	73	8.91504
Mon Oct 14 02:32:11 EDT 2013	73	8.950306
Mon Oct 14 02:47:11 EDT 2013	73	8.879912
Mon Oct 14 03:02:11 EDT 2013	73	9.3845415
Mon Oct 14 03:17:11 EDT 2013	73	8.740783
Mon Oct 14 03:32:11 EDT 2013	73	9.021258
Mon Oct 14 03:47:11 EDT 2013	73	9.3845415
Mon Oct 14 04:02:11 EDT 2013	72	8.569931
Mon Oct 14 04:17:11 EDT 2013	72	8.637867
Mon Oct 14 04:32:11 EDT 2013	72	9.237505
Mon Oct 14 04:47:11 EDT 2013	72	8.740783
Mon Oct 14 05:02:11 EDT 2013	72	9.056944
Mon Oct 14 05:17:11 EDT 2013	72	9.274047
Mon Oct 14 05:32:11 EDT 2013	72	9.128741
Mon Oct 14 05:47:11 EDT 2013	72	8.637867
Mon Oct 14 06:02:11 EDT 2013	72	8.672037
Mon Oct 14 06:17:11 EDT 2013	72	8.740783
Mon Oct 14 06:32:11 EDT 2013	72	75.75917
Mon Oct 14 06:47:11 EDT 2013	72	70.56225
Mon Oct 14 07:02:11 EDT 2013	72	73.40378
Mon Oct 14 07:17:11 EDT 2013	72	9.237505
Mon Oct 14 07:32:11 EDT 2013	72	8.985712
Mon Oct 14 07:47:11 EDT 2013	72	8.27077
Mon Oct 14 08:02:11 EDT 2013	72	8.536163
Mon Oct 14 08:17:11 EDT 2013	72	9.201107
Mon Oct 14 08:32:11 EDT 2013	72	9.021258
Mon Oct 14 08:47:11 EDT 2013	72	71.969
Mon Oct 14 09:02:11 EDT 2013	72	80.06442
Mon Oct 14 09:17:11 EDT 2013	71	80.381134
Mon Oct 14 09:32:11 EDT 2013	71	75.46066
Mon Oct 14 09:47:11 EDT 2013	71	80.06442
Mon Oct 14 10:02:11 EDT 2013	71	83.2886
Mon Oct 14 10:17:11 EDT 2013	71	81.33883
Mon Oct 14 10:32:11 EDT 2013	71	82.30795
Mon Oct 14 10:47:11 EDT 2013	71	80.06442
Mon Oct 14 11:02:11 EDT 2013	71	78.49945
Mon Oct 14 11:17:11 EDT 2013	71	78.190125
Mon Oct 14 11:32:11 EDT 2013	71	78.49945
Mon Oct 14 11:47:11 EDT 2013	71	83.948845
Mon Oct 14 12:02:11 EDT 2013	71	73.694145
Mon Oct 14 12:17:11 EDT 2013	71	76.6618
Mon Oct 14 12:32:11 EDT 2013	71	81.66058
Mon Oct 14 12:47:11 EDT 2013	71	81.98362
Mon Oct 14 13:02:11 EDT 2013	71	77.26951
Mon Oct 14 13:17:11 EDT 2013	71	80.381134
Mon Oct 14 13:32:11 EDT 2013	70	85.28508
Mon Oct 14 13:47:11 EDT 2013	70	82.96042
Mon Oct 14 14:02:11 EDT 2013	70	73.40378
Mon Oct 14 14:17:11 EDT 2013	70	74.57217
Mon Oct 14 14:32:11 EDT 2013	70	74.278336
Mon Oct 14 14:47:11 EDT 2013	70	75.75917
Mon Oct 14 15:02:11 EDT 2013	70	83.948845
Mon Oct 14 15:17:11 EDT 2013	70	83.61807
Mon Oct 14 15:32:11 EDT 2013	70	76.35973
Mon Oct 14 15:47:11 EDT 2013	70	79.74895
Mon Oct 14 16:02:11 EDT 2013	70	82.633545
Mon Oct 14 16:17:11 EDT 2013	70	77.26951
Mon Oct 14 16:32:11 EDT 2013	70	75.46066
Mon Oct 14 16:47:11 EDT 2013	70	85.28508
Mon Oct 14 17:02:11 EDT 2013	70	84.94904
Mon Oct 14 17:17:11 EDT 2013	69	80.381134
Mon Oct 14 17:32:11 EDT 2013	69	77.88204
Mon Oct 14 17:47:11 EDT 2013	69	74.278336
Mon Oct 14 18:02:11 EDT 2013	69	70.84138
Mon Oct 14 18:17:11 EDT 2013	69	72.25369
Mon Oct 14 18:32:11 EDT 2013	69	67.29724
Mon Oct 14 18:47:11 EDT 2013	69	11.98721
Mon Oct 14 19:02:11 EDT 2013	69	82.30795
Mon Oct 14 21:47:11 EDT 2013	68	78.190125
Mon Oct 14 22:17:11 EDT 2013	68	70.28422
Mon Oct 14 23:17:11 EDT 2013	68	11.568758
Tue Oct 15 00:02:11 EDT 2013	68	10.56455
Tue Oct 15 00:32:11 EDT 2013	68	4.970074
Tue Oct 15 00:47:11 EDT 2013	68	5.1295543
Tue Oct 15 01:32:11 EDT 2013	67	5.1295543
Tue Oct 15 02:47:11 EDT 2013	67	5.2941523
Tue Oct 15 03:47:11 EDT 2013	67	4.892203
Tue Oct 15 05:17:11 EDT 2013	67	5.069158
Tue Oct 15 09:02:11 EDT 2013	66	11.297936
Tue Oct 15 09:17:11 EDT 2013	66	11.120921
Tue Oct 15 09:32:11 EDT 2013	66	10.56455
Tue Oct 15 09:47:11 EDT 2013	65	11.660467
Tue Oct 15 10:02:11 EDT 2013	65	12.130032
Tue Oct 15 10:17:11 EDT 2013	65	78.809975
Tue Oct 15 10:32:11 EDT 2013	65	83.2886
Tue Oct 15 10:47:11 EDT 2013	65	78.190125
Tue Oct 15 11:02:11 EDT 2013	65	81.66058
Tue Oct 15 11:17:11 EDT 2013	65	76.35973
Tue Oct 15 11:32:11 EDT 2013	65	73.11455
Tue Oct 15 11:47:11 EDT 2013	65	80.699104
Tue Oct 15 12:02:11 EDT 2013	65	84.28093
Tue Oct 15 12:17:11 EDT 2013	65	74.278336
Tue Oct 15 12:32:11 EDT 2013	65	80.381134
Tue Oct 15 12:47:11 EDT 2013	65	76.96505
Tue Oct 15 13:02:11 EDT 2013	65	81.33883
Tue Oct 15 13:17:11 EDT 2013	65	75.75917
Tue Oct 15 13:32:11 EDT 2013	64	81.01833
Tue Oct 15 13:47:11 EDT 2013	64	83.61807
Tue Oct 15 14:02:11 EDT 2013	64	81.01833
Tue Oct 15 14:17:11 EDT 2013	64	82.96042
Tue Oct 15 14:32:11 EDT 2013	64	85.28508
Tue Oct 15 14:47:11 EDT 2013	64	75.75917
Tue Oct 15 15:02:11 EDT 2013	64	81.33883
Tue Oct 15 15:17:11 EDT 2013	64	81.66058
Tue Oct 15 15:32:11 EDT 2013	64	79.121735
Tue Oct 15 15:47:11 EDT 2013	64	84.28093
Tue Oct 15 16:02:11 EDT 2013	64	78.49945
Tue Oct 15 16:32:11 EDT 2013	64	84.28093
Tue Oct 15 16:47:11 EDT 2013	64	79.121735
Tue Oct 15 17:02:11 EDT 2013	64	78.809975
Tue Oct 15 17:17:11 EDT 2013	64	78.49945
Tue Oct 15 17:32:11 EDT 2013	63	74.86716
Tue Oct 15 17:47:11 EDT 2013	63	83.948845
Tue Oct 15 18:02:11 EDT 2013	63	76.05886
Tue Oct 15 18:17:11 EDT 2013	63	82.30795
Tue Oct 15 18:32:11 EDT 2013	63	79.121735
Tue Oct 15 18:47:11 EDT 2013	63	76.05886
Tue Oct 15 19:02:11 EDT 2013	63	82.30795
Tue Oct 15 19:32:11 EDT 2013	63	16.310104
Tue Oct 15 19:47:11 EDT 2013	63	17.580616
Tue Oct 15 20:02:11 EDT 2013	62	16.245838
Tue Oct 15 20:47:11 EDT 2013	62	8.91504
Tue Oct 15 21:02:11 EDT 2013	62	8.672037
Tue Oct 15 21:47:11 EDT 2013	61	9.128741
Tue Oct 15 22:02:11 EDT 2013	61	8.879912
Tue Oct 15 22:17:11 EDT 2013	61	8.844924
Tue Oct 15 22:47:11 EDT 2013	61	9.274047
Tue Oct 15 23:02:11 EDT 2013	61	8.603831
Tue Oct 15 23:17:11 EDT 2013	61	9.310733
Tue Oct 15 23:32:11 EDT 2013	61	8.950306
Tue Oct 15 23:47:11 EDT 2013	60	8.950306
Wed Oct 16 00:02:11 EDT 2013	60	8.91504
Wed Oct 16 00:32:11 EDT 2013	60	8.91504
Wed Oct 16 00:47:11 EDT 2013	59	9.128741
Wed Oct 16 01:02:11 EDT 2013	59	9.310733
Wed Oct 16 01:32:11 EDT 2013	59	9.092772
Wed Oct 16 01:47:11 EDT 2013	58	8.810073
Wed Oct 16 02:02:11 EDT 2013	58	9.056944
Wed Oct 16 02:47:11 EDT 2013	57	8.775359
Wed Oct 16 03:02:11 EDT 2013	57	9.421665
Wed Oct 16 03:32:11 EDT 2013	57	8.985712
Wed Oct 16 03:47:11 EDT 2013	57	8.502529
Wed Oct 16 04:02:11 EDT 2013	56	8.810073
Wed Oct 16 04:17:11 EDT 2013	56	8.985712
Wed Oct 16 04:47:11 EDT 2013	56	8.637867
Wed Oct 16 05:02:11 EDT 2013	56	9.458936
Wed Oct 16 05:32:11 EDT 2013	55	8.536163
Wed Oct 16 05:47:11 EDT 2013	55	8.879912
Wed Oct 16 06:02:11 EDT 2013	55	8.672037
Wed Oct 16 06:32:11 EDT 2013	55	9.201107
Wed Oct 16 06:47:11 EDT 2013	55	8.91504
Wed Oct 16 07:02:11 EDT 2013	55	8.740783
Wed Oct 16 07:32:11 EDT 2013	54	8.536163
Wed Oct 16 07:47:11 EDT 2013	54	8.402419
Wed Oct 16 08:02:11 EDT 2013	54	8.91504
Wed Oct 16 08:32:11 EDT 2013	54	16.504429
Wed Oct 16 08:47:11 EDT 2013	54	18.07325
Wed Oct 16 09:02:11 EDT 2013	53	8.879912
Wed Oct 16 09:17:11 EDT 2013	53	79.74895
Wed Oct 16 09:47:11 EDT 2013	53	82.30795
Wed Oct 16 10:02:11 EDT 2013	53	75.46066
Wed Oct 16 10:17:11 EDT 2013	53	75.46066
Wed Oct 16 10:32:11 EDT 2013	53	78.809975
Wed Oct 16 10:47:11 EDT 2013	53	78.49945
Wed Oct 16 11:02:11 EDT 2013	53	78.49945
Wed Oct 16 11:17:11 EDT 2013	52	83.2886
Wed Oct 16 11:32:11 EDT 2013	52	79.121735
Wed Oct 16 11:47:11 EDT 2013	52	75.75917
